,lgX,eventId,eventStart,Teamid_0,Teamid_1,siX,btX,marketLineId,marketId,points,american_price,price,sourcePrice
6927,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms28:an0,bt1,195,220912911,611443,0.0,195,2.95
6928,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms28:an0,bt2,-110,220912905,611455,3.5,-110,1.90909090909091
6929,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms28:an0,bt3,-110,220912909,611467,19.5,-110,1.90909090909091
6930,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms59:an0,bt1,200,221827049,611443,0.0,200,200.0
6931,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms59:an0,bt2,-115,220832597,611455,4.0,-115,-115.0
6932,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms59:an0,bt3,-110,221827047,611467,19.5,-110,-110.0
6933,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms60:an0,bt1,190,220175006,611443,,190,2.9
6934,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms60:an0,bt2,-105,220175004,611455,3.5,-105,1.95
6935,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms60:an0,bt3,-120,220174946,611467,19.5,-120,1.83
6936,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms2:an0,bt2,-110,218435540,611454,-3.5,-110,-110.0
6937,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms2:an0,bt3,100,218435538,611466,19.5,100,100.0
6938,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms8:an0,bt2,-115,220787722,611454,-3.5,-115,-115.0
6939,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms8:an0,bt3,-110,220787771,611466,19.5,-110,-110.0
6940,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms9:an0,bt2,-105,220796392,611454,-4.0,-105,-105.0
6941,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms9:an0,bt3,-110,220796394,611466,19.5,-110,-110.0
6942,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms17:an0,bt2,-117,219970655,611454,-3.5,-117,1.8547
6943,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms17:an0,bt3,-107,219970656,611466,19.5,-107,1.93458
6944,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms27:an0,bt2,-117,219970424,611454,-3.5,-117,1.8547
6945,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms27:an0,bt3,-107,219970425,611466,19.5,-107,1.93458
6946,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms53:an0,bt2,-103,220796451,611454,-4.0,-103,-103.0
6947,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms53:an0,bt3,-108,220796454,611466,19.5,-108,-108.0
6948,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms54:an0,bt2,-105,220796272,611454,-4.0,-105,-105.0
6949,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms54:an0,bt3,-110,220796582,611466,19.5,-110,-110.0
6950,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms2:an0,bt2,-110,218435541,611455,3.5,-110,-110.0
6951,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms2:an0,bt3,-120,218435539,611467,19.5,-120,-120.0
6952,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms8:an0,bt2,-105,220787723,611455,3.5,-105,-105.0
6953,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms8:an0,bt3,-110,220787773,611467,19.5,-110,-110.0
6954,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms9:an0,bt2,-115,220796393,611455,4.0,-115,-115.0
6955,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms9:an0,bt3,-110,220796395,611467,19.5,-110,-110.0
6956,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms17:an0,bt2,-112,219970658,611455,3.5,-112,1.89286
6957,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms17:an0,bt3,-121,219970659,611467,19.5,-121,1.82645
6958,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms27:an0,bt2,-112,219970427,611455,3.5,-112,1.89286
6959,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms27:an0,bt3,-121,219970428,611467,19.5,-121,1.82645
6960,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms53:an0,bt2,-114,220796452,611455,4.0,-114,-114.0
6961,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms53:an0,bt3,-108,220796455,611467,19.5,-108,-108.0
6962,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms54:an0,bt2,-115,220796273,611455,4.0,-115,-115.0
6963,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms54:an0,bt3,-110,220796584,611467,19.5,-110,-110.0
6964,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si1:ms52:an0,bt3,-144,218453510,611466,19.0,-144,-144.0
6965,lg1:pt2:pregame,21926,2022-12-20T01:15:00,29,12,si0:ms52:an0,bt3,-153,218453511,611467,19.0,-153,-153.0
6966,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms4:an0,bt1,140,220913750,1448926,,140,2.4
6967,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms4:an0,bt3,-110,220913752,1448953,23.5,-110,1.90909
6968,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms4:an0,bt2,-110,220913751,1448940,3.0,-110,1.90909
6969,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms59:an0,bt1,165,220091679,1448926,0.0,165,165.0
6970,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms59:an0,bt3,-110,219944066,1448953,23.5,-110,-110.0
6971,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms59:an0,bt2,-110,219944035,1448940,3.0,-110,-110.0
6972,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms21:an0,bt1,140,219756713,1448926,,140,140.0
6973,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms21:an0,bt3,-105,219756717,1448953,23.5,-105,-105.0
6974,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms21:an0,bt2,105,219756715,1448940,2.5,105,105.0
6975,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms1:an0,bt1,150,218446126,1448926,0.0,150,2.5
6976,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms1:an0,bt3,-105,218446124,1448953,23.5,-105,1.95238096
6977,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms1:an0,bt2,100,218446122,1448940,2.5,100,2.0
6978,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms11:an0,bt1,-110,220890034,1448926,,-110,2.40963
6979,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms11:an0,bt3,-110,220890038,1448953,-1.0,-110,1.94174
6980,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms11:an0,bt2,-110,220890036,1448940,-1.0,-110,1.92307
6981,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms10:an0,bt1,160,219924065,1448926,,160,160.0
6982,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms10:an0,bt3,-110,219924069,1448953,23.5,-110,-110.0
6983,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms10:an0,bt2,-110,219924067,1448940,3.0,-110,-110.0
6984,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms6:an0,bt1,-110,220092003,1448926,,-110,160.0
6985,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms6:an0,bt3,-110,220092007,1448953,-1.0,-110,-110.0
6986,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms6:an0,bt2,-110,220092005,1448940,-1.0,-110,-110.0
6987,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms60:an0,bt1,140,218463066,1448926,,140,2.4
6988,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms60:an0,bt3,-130,218463052,1448953,22.5,-130,1.77
6989,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms60:an0,bt2,100,218463056,1448940,2.5,100,2.0
6990,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms28:an0,bt1,165,220902018,1448926,0.0,165,2.65
6991,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms28:an0,bt3,-110,220902016,1448953,23.5,-110,1.90909090909091
6992,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms28:an0,bt2,-110,220902014,1448940,3.0,-110,1.90909090909091
6993,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms20:an0,bt1,158,218469398,1448926,,158,2.58
6994,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms20:an0,bt3,-110,218469400,1448953,23.5,-110,1.91
6995,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms20:an0,bt2,-120,218469399,1448940,3.0,-120,1.83
6996,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms7:an0,bt1,-110,218437858,1448926,,-110,157.0
6997,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms7:an0,bt3,-110,218437914,1448953,-1.0,-110,-118.0
6998,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms7:an0,bt2,-110,218437884,1448940,-1.0,-110,-105.0
6999,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms2:an0,bt3,100,218445392,1448953,23.5,100,100.0
7000,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms2:an0,bt2,115,218445394,1448940,2.5,115,115.0
7001,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms53:an0,bt3,102,219915993,1448953,23.5,102,102.0
7002,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms53:an0,bt2,-114,219915984,1448940,3.0,-114,-114.0
7003,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms8:an0,bt3,-105,211900601,1448953,23.5,-105,-105.0
7004,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms8:an0,bt2,-115,219634538,1448940,3.0,-115,-115.0
7005,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms9:an0,bt3,100,219915992,1448953,23.5,100,100.0
7006,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms9:an0,bt2,-115,219915982,1448940,3.0,-115,-115.0
7007,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms17:an0,bt3,-107,219916948,1448953,23.5,-107,1.93458
7008,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms17:an0,bt2,106,219916945,1448940,2.5,106,2.06
7009,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms27:an0,bt3,-107,219918427,1448953,23.5,-107,1.93458
7010,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms27:an0,bt2,106,219918426,1448940,2.5,106,2.06
7011,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms54:an0,bt3,100,219915994,1448953,23.5,100,100.0
7012,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si0:ms54:an0,bt2,-115,219915986,1448940,3.0,-115,-115.0
7013,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms6:an0,bt2,-110,220092004,1448933,-1.0,-110,-110.0
7014,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms6:an0,bt1,-110,220092002,1448918,,-110,-185.0
7015,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms6:an0,bt3,-110,220092006,1448949,-1.0,-110,-110.0
7016,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms1:an0,bt2,-120,218446120,1448933,-2.5,-120,1.83333334
7017,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms1:an0,bt1,-175,218446125,1448918,0.0,-175,1.57142858
7018,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms1:an0,bt3,-115,218446123,1448949,23.5,-115,1.86956522
7019,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms7:an0,bt2,-110,218437882,1448933,-1.0,-110,-107.0
7020,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms7:an0,bt1,-110,218437854,1448918,,-110,-179.0
7021,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms7:an0,bt3,-110,218437912,1448949,-1.0,-110,105.0
7022,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms4:an0,bt2,-110,220913747,1448933,-3.0,-110,1.90909
7023,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms4:an0,bt1,-165,220913746,1448918,,-165,1.60606
7024,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms4:an0,bt3,-110,220913748,1448949,23.5,-110,1.90909
7025,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms2:an0,bt2,-135,218445393,1448933,-2.5,-135,-135.0
7026,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms2:an0,bt3,-120,218445391,1448949,23.5,-120,-120.0
7027,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms10:an0,bt2,-110,219924066,1448933,-3.0,-110,-110.0
7028,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms10:an0,bt1,-185,219924064,1448918,,-185,-185.0
7029,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms10:an0,bt3,-110,219924068,1448949,23.5,-110,-110.0
7030,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms54:an0,bt2,-105,219915980,1448933,-3.0,-105,-105.0
7031,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms54:an0,bt3,-120,219915991,1448949,23.5,-120,-120.0
7032,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms9:an0,bt2,-105,219915976,1448933,-3.0,-105,-105.0
7033,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms9:an0,bt3,-120,219915988,1448949,23.5,-120,-120.0
7034,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms8:an0,bt2,-105,219634535,1448933,-3.0,-105,-105.0
7035,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms8:an0,bt3,-115,211900600,1448949,23.5,-115,-115.0
7036,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms53:an0,bt2,-103,219915978,1448933,-3.0,-103,-103.0
7037,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms53:an0,bt3,-119,219915989,1448949,23.5,-119,-119.0
7038,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms20:an0,bt2,100,218469396,1448933,-3.0,100,2.0
7039,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms20:an0,bt1,-189,218469395,1448918,,-189,1.53
7040,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms20:an0,bt3,-110,218469397,1448949,23.5,-110,1.91
7041,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms11:an0,bt2,-110,220890035,1448933,-1.0,-110,1.92307
7042,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms11:an0,bt1,-110,220890033,1448918,,-110,1.6
7043,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms11:an0,bt3,-110,220890037,1448949,-1.0,-110,1.90476
7044,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms17:an0,bt2,-132,219916941,1448933,-2.5,-132,1.75758
7045,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms17:an0,bt3,-117,219916943,1448949,23.5,-117,1.8547
7046,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms28:an0,bt2,-110,220902013,1448933,-3.0,-110,1.90909090909091
7047,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms28:an0,bt1,-185,220902017,1448918,0.0,-185,1.54054054054054
7048,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms28:an0,bt3,-110,220902015,1448949,23.5,-110,1.90909090909091
7049,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms21:an0,bt2,-143,219756714,1448933,-2.5,-143,-143.0
7050,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms21:an0,bt1,-200,219756712,1448918,,-200,-200.0
7051,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms21:an0,bt3,-133,219756716,1448949,23.5,-133,-133.0
7052,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms27:an0,bt2,-132,219918424,1448933,-2.5,-132,1.75758
7053,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms27:an0,bt3,-117,219918425,1448949,23.5,-117,1.8547
7054,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms59:an0,bt2,-110,219944034,1448933,-3.0,-110,-110.0
7055,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms59:an0,bt1,-185,220091678,1448918,0.0,-185,-185.0
7056,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms59:an0,bt3,-110,219944065,1448949,23.5,-110,-110.0
7057,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms60:an0,bt2,-125,218463055,1448933,-2.5,-125,1.8
7058,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms60:an0,bt1,-180,218463065,1448918,,-180,1.56
7059,lg1:pt2:pregame,39799,2022-12-17T18:00:00,14,18,si1:ms60:an0,bt3,100,218463051,1448949,22.5,100,2.0
7060,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms7:an0,bt2,-110,218480321,1448928,-1.0,-110,-102.0
7061,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms7:an0,bt3,-110,218480347,1448945,-1.0,-110,-107.0
7062,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms7:an0,bt1,-110,218480295,1448915,,-110,218.0
7063,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms1:an0,bt2,-115,218423421,1448928,4.5,-115,1.86956522
7064,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms1:an0,bt3,-105,218423423,1448945,21.5,-105,1.95238096
7065,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms1:an0,bt1,215,218423425,1448915,0.0,215,3.15
7066,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms53:an0,bt2,-114,219917905,1448928,4.0,-114,-114.0
7067,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms53:an0,bt3,-108,219917907,1448945,21.5,-108,-108.0
7068,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms2:an0,bt2,100,218449756,1448928,3.5,100,100.0
7069,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms2:an0,bt3,100,218449926,1448945,22.5,100,100.0
7070,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms6:an0,bt2,-110,220092746,1448928,-1.0,-110,-115.0
7071,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms6:an0,bt3,-110,220092748,1448945,-1.0,-110,-110.0
7072,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms6:an0,bt1,-110,220092743,1448915,,-110,200.0
7073,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms4:an0,bt2,-115,220920842,1448928,4.0,-115,1.86957
7074,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms4:an0,bt3,-115,220920843,1448945,21.5,-115,1.86957
7075,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms4:an0,bt1,200,220919969,1448915,,200,3.0
7076,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms8:an0,bt2,-110,219635651,1448928,4.0,-110,-110.0
7077,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms8:an0,bt3,-115,211900753,1448945,21.0,-115,-115.0
7078,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms9:an0,bt2,-115,219918527,1448928,4.0,-115,-115.0
7079,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms9:an0,bt3,-110,219918529,1448945,21.5,-110,-110.0
7080,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms27:an0,bt2,102,219928373,1448928,3.5,102,2.02
7081,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms27:an0,bt3,-104,219928375,1448945,22.5,-104,1.96154
7082,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms21:an0,bt2,-105,219756800,1448928,3.5,-105,-105.0
7083,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms21:an0,bt3,-105,219756802,1448945,22.5,-105,-105.0
7084,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms21:an0,bt1,170,219756798,1448915,,170,170.0
7085,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms20:an0,bt2,-110,218469413,1448928,4.0,-110,1.91
7086,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms20:an0,bt3,-110,218469414,1448945,21.5,-110,1.91
7087,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms20:an0,bt1,210,218469412,1448915,,210,3.1
7088,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms10:an0,bt2,-110,219924108,1448928,4.0,-110,-110.0
7089,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms10:an0,bt3,-110,219924111,1448945,21.5,-110,-110.0
7090,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms10:an0,bt1,200,219924106,1448915,,200,200.0
7091,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms17:an0,bt2,102,219927654,1448928,3.5,102,2.02
7092,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms17:an0,bt3,-104,219927655,1448945,22.5,-104,1.96154
7093,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms11:an0,bt2,-110,220890288,1448928,-1.0,-110,1.85185
7094,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms11:an0,bt3,-110,220890290,1448945,-1.0,-110,1.88679
7095,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms11:an0,bt1,-110,220890286,1448915,,-110,3.0303
7096,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms54:an0,bt2,-115,219917919,1448928,4.0,-115,-115.0
7097,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms54:an0,bt3,-110,219917921,1448945,21.5,-110,-110.0
7098,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms60:an0,bt2,100,218434093,1448928,3.5,100,2.0
7099,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms60:an0,bt3,-110,218434087,1448945,21.5,-110,1.91
7100,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms60:an0,bt1,190,218434103,1448915,,190,2.9
7101,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms59:an0,bt2,-110,219944062,1448928,4.0,-110,-110.0
7102,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms59:an0,bt3,-110,219944100,1448945,21.5,-110,-110.0
7103,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms59:an0,bt1,205,220091683,1448915,0.0,205,205.0
7104,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms28:an0,bt2,-110,220902028,1448928,4.0,-110,1.90909090909091
7105,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms28:an0,bt3,-110,220902030,1448945,21.5,-110,1.90909090909091
7106,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si0:ms28:an0,bt1,210,220902010,1448915,0.0,210,3.1
7107,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms10:an0,bt3,-110,219924110,1448936,21.5,-110,-110.0
7108,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms10:an0,bt1,-240,219924105,1448914,,-240,-240.0
7109,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms10:an0,bt2,-110,219924107,1448920,-4.0,-110,-110.0
7110,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms28:an0,bt3,-110,220902029,1448936,21.5,-110,1.90909090909091
7111,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms28:an0,bt1,-250,220902009,1448914,0.0,-250,1.4
7112,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms28:an0,bt2,-110,220902027,1448920,-4.0,-110,1.90909090909091
7113,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms27:an0,bt3,-120,219928372,1448936,22.5,-120,1.83333
7114,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms27:an0,bt2,-125,219928371,1448920,-3.5,-125,1.8
7115,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms21:an0,bt3,-133,219756801,1448936,22.5,-133,-133.0
7116,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms21:an0,bt1,-250,219756797,1448914,,-250,-250.0
7117,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms21:an0,bt2,-133,219756799,1448920,-3.5,-133,-133.0
7118,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms1:an0,bt3,-115,218423422,1448936,21.5,-115,1.86956522
7119,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms1:an0,bt1,-255,218423424,1448914,0.0,-255,1.39215687
7120,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms1:an0,bt2,-105,218423419,1448920,-4.5,-105,1.95238096
7121,lg1:pt2:pregame,39800,2022-12-18T01:15:00,17,4,si1:ms4:an0,bt3,-105,220920841,1448936,21.5,-105,1.95238
