,eventId,sideId,score,rotationNumber,name,abbreviation,logoUrl,leagueId,divisionId,divisionAbbreviation,conferenceAbbreviation,teamPeople,createdOn,createdBy,modifiedOn,modifiedBy,id
364,35777,1,,,New Orleans,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,364
304,35777,0,,,UL Lafayette,ULL,https://assets.unabated.com/teams/logos/cfb/ULL.svg,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,304
456,35808,1,,728,Seattle U,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,456
185,35808,0,,727,CS Fullerton,CSF,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,185
534,35876,1,,306666,MD Baltimore Co,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,534
293,35877,1,,,Lehigh,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,293
323,35928,1,,306668,MD Eastern Shore,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,323
295,35929,1,,,Liberty,LIB,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,295
157,35955,0,68,613,Charlotte U,CHAR,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,157
331,35956,1,95,306630,Miami Ohio,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,331
384,36007,0,,,No. Colorado,UNCO,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,384
298,36033,0,,721,Arkansas Little Rock,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,298
537,36105,0,,679,NC Wilmington,UNCW,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,537
226,36236,0,,306685,Fla Gulf Coast,FGCU,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,226
243,36236,1,,306686,Georgia Southern,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,243
543,36337,1,,306692,UT Rio Grande Valley,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,543
503,36337,0,,306691,Texas A&M Corpus,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,503
302,36384,0,68,306625,Long Island,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,302
512,36385,0,,,Towson,TOWS,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,512
444,36386,1,,,Sam Houston St,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,444
494,36566,1,75,626,Tarleton St,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,494
313,36599,1,,,LSU,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,313
541,36599,0,,,UT Arlington,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,541
604,37126,1,,316,Boise State,BOISE,https://assets.unabated.com/teams/logos/cfb/BOISE.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,604
624,37126,0,,315,Fresno State,FRE,https://assets.unabated.com/teams/logos/cfb/FRE.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,624
667,37819,1,,310,Ohio,OHI,https://assets.unabated.com/teams/logos/cfb/OHI.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,667
696,37819,0,,309,Toledo,TOL,https://assets.unabated.com/teams/logos/cfb/TOL.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,696
607,37852,1,,328,Buffalo,BUF,https://assets.unabated.com/teams/logos/cfb/BUF.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,607
593,37852,0,,327,Akron,AKR,https://assets.unabated.com/teams/logos/cfb/AKR.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,593
779,38646,0,,,Furman,FUR,https://assets.unabated.com/teams/logos/cfb/FUR.svg,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,779
632,38646,1,,,Incarnate Word,IW,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,632
772,38647,0,,,Richmond,RCH,https://assets.unabated.com/teams/logos/cfb/RCH.svg,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,772
783,38647,1,,,Sacramento St,CSUS,https://assets.unabated.com/teams/logos/cfb/CSUS.svg,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,783
1073,38648,1,,,South Dakota State,SDS,https://assets.unabated.com/teams/logos/cfb/SDS.png,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1073
787,38648,0,,,Delaware,DEL,https://assets.unabated.com/teams/logos/cfb/DEL.svg,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,787
1152,38649,1,,,Holy Cross,HC,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1152
773,38649,0,,,New Hampshire,NH,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,773
1191,38650,0,,319,Southern,SU,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1191
777,38650,1,,320,Jackson St,JST,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,777
711,38651,1,,304,UTSA,UTSA,https://assets.unabated.com/teams/logos/cfb/UTSA.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,711
663,38651,0,,303,North Texas,NTX,https://assets.unabated.com/teams/logos/cfb/NTX.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,663
651,38652,1,,324,Michigan,MICH,https://assets.unabated.com/teams/logos/cfb/MICH.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,651
677,38652,0,,323,Purdue,PUR,https://assets.unabated.com/teams/logos/cfb/PUR.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,677
697,38653,1,,312,Troy,TRY,https://assets.unabated.com/teams/logos/cfb/TRY.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,697
614,38653,0,,311,Coastal Carolina,CC,https://assets.unabated.com/teams/logos/cfb/CC.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,614
1170,38654,1,,,Montana State,MOS,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1170
1206,38654,0,,,Weber State,WBS,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1206
1147,38677,0,,,Gardner-Webb,GWB,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1147
1077,38677,1,,,William & Mary,WM,https://assets.unabated.com/teams/logos/cfb/WM.png,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1077
764,38710,1,,,Samford,SAM,https://assets.unabated.com/teams/logos/cfb/SAM.svg,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,764
1074,38710,0,,,SE Louisiana,SEL,https://assets.unabated.com/teams/logos/cfb/SEL.png,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1074
701,38711,0,,313,Central Florida,UCF,https://assets.unabated.com/teams/logos/cfb/UCF.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,701
698,38711,1,,314,Tulane,TUL,https://assets.unabated.com/teams/logos/cfb/TUL.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,698
689,38743,1,,308,TCU,TCU,https://assets.unabated.com/teams/logos/cfb/TCU.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,689
637,38743,0,,307,Kansas State,KST,https://assets.unabated.com/teams/logos/cfb/KST.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,637
1175,38776,1,,,North Dakota State,NDS,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1175
1169,38776,0,,,Montana,MONT,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1169
707,38809,1,,306,USC,USC,https://assets.unabated.com/teams/logos/cfb/USC.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,707
709,38809,0,,305,Utah,UTH,https://assets.unabated.com/teams/logos/cfb/UTH.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,709
535,38875,0,66,306635,NC Asheville,UNCA,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,535
337,38941,0,,,Wisc Milwaukee,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,337
455,38943,0,,,SE Missouri State,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,455
542,39040,0,,,UT Martin,,,4,,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,542
1202,39073,0,,,Valparaiso,VAL,,2,10,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,1202
661,39073,1,,,New Mexico State,NMS,https://assets.unabated.com/teams/logos/cfb/NMS.svg,2,9,,,[],0001-01-01T00:00:00,,0001-01-01T00:00:00,,661
