,Name,abbreviation,TeamId,eventId,sideId,leagueId,divisionId,modifiedDate
506,Texas State,,506,36392,1,4,,0001-01-01T00:00:00
279,James Madison,JMU,279,36393,1,4,,0001-01-01T00:00:00
494,Tarleton St,,494,36569,0,4,,0001-01-01T00:00:00
95,Air Force,,95,36569,1,4,,0001-01-01T00:00:00
541,UT Arlington,,541,36602,0,4,,0001-01-01T00:00:00
411,Pepperdine,,411,38314,0,4,,0001-01-01T00:00:00
249,Grand Canyon,,249,38314,1,4,,0001-01-01T00:00:00
648,Miami Ohio,MOH,648,38908,0,2,9,0001-01-01T00:00:00
700,UAB,UAB,700,38908,1,2,9,0001-01-01T00:00:00
455,SE Missouri State,,455,38946,0,4,,0001-01-01T00:00:00
273,Iowa,IOWA,273,38947,1,4,,0001-01-01T00:00:00
652,Middle Tennessee State,MTS,652,39007,0,2,9,0001-01-01T00:00:00
680,San Diego State,SDSU,680,39007,1,2,9,0001-01-01T00:00:00
535,NC Asheville,UNCA,535,39042,0,4,,0001-01-01T00:00:00
150,Central Connecticut,,150,39172,0,4,,0001-01-01T00:00:00
689,TCU,TCU,689,39370,0,2,9,0001-01-01T00:00:00
651,Michigan,MICH,651,39370,1,2,9,0001-01-01T00:00:00
625,Georgia,UGA,625,39371,1,2,9,0001-01-01T00:00:00
668,Ohio State,OSU,668,39371,0,2,9,0001-01-01T00:00:00
777,Jackson St,JST,777,39403,0,2,10,0001-01-01T00:00:00
1174,North Carolina Central,NCC,1174,39403,1,2,10,0001-01-01T00:00:00
691,Tennessee,TEN,691,39436,0,2,9,0001-01-01T00:00:00
613,Clemson,CLE,613,39436,1,2,9,0001-01-01T00:00:00
637,Kansas State,KST,637,39469,1,2,9,0001-01-01T00:00:00
594,Alabama,BAMA,594,39469,0,2,9,0001-01-01T00:00:00
698,Tulane,TUL,698,39470,0,2,9,0001-01-01T00:00:00
707,USC,USC,707,39470,1,2,9,0001-01-01T00:00:00
697,Troy,TRY,697,39502,1,2,9,0001-01-01T00:00:00
711,UTSA,UTSA,711,39502,0,2,9,0001-01-01T00:00:00
675,Penn State,PSU,675,39503,0,2,9,0001-01-01T00:00:00
709,Utah,UTH,709,39503,1,2,9,0001-01-01T00:00:00
663,North Texas,NTX,663,39504,0,2,9,0001-01-01T00:00:00
604,Boise State,BOISE,604,39504,1,2,9,0001-01-01T00:00:00
682,SMU,SMU,682,39505,0,2,9,0001-01-01T00:00:00
608,BYU,BYU,608,39505,1,2,9,0001-01-01T00:00:00
678,Rice,RICE,678,39506,0,2,9,0001-01-01T00:00:00
686,Southern Miss,USM,686,39506,1,2,9,0001-01-01T00:00:00
645,Marshall,MSH,645,39507,0,2,9,0001-01-01T00:00:00
703,Connecticut,CONN,703,39507,1,2,9,0001-01-01T00:00:00
681,San Jose State,SJS,681,39508,1,2,9,0001-01-01T00:00:00
619,Eastern Michigan,EMC,619,39508,0,2,9,0001-01-01T00:00:00
640,Liberty,LIB,640,39535,0,2,9,0001-01-01T00:00:00
696,Toledo,TOL,696,39535,1,2,9,0001-01-01T00:00:00
720,Western Kentucky,WKY,720,39568,0,2,9,0001-01-01T00:00:00
683,South Alabama,SAB,683,39568,1,2,9,0001-01-01T00:00:00
630,Houston,HOU,630,39601,1,2,9,0001-01-01T00:00:00
1222,UL Lafayette,ULL,1222,39601,0,2,9,0001-01-01T00:00:00
607,Buffalo,BUF,607,39602,1,2,9,0001-01-01T00:00:00
626,Georgia Southern,GSO,626,39602,0,2,9,0001-01-01T00:00:00
618,East Carolina,ECU,618,39603,1,2,9,0001-01-01T00:00:00
614,Coastal Carolina,CC,614,39603,0,2,9,0001-01-01T00:00:00
606,Bowling Green,BGN,606,39604,1,2,9,0001-01-01T00:00:00
661,New Mexico State,NMS,661,39604,0,2,9,0001-01-01T00:00:00
708,Utah State,UTS,708,39605,1,2,9,0001-01-01T00:00:00
647,Memphis,MEM,647,39605,0,2,9,0001-01-01T00:00:00
644,LSU,LSU,644,39606,0,2,9,0001-01-01T00:00:00
677,Purdue,PUR,677,39606,1,2,9,0001-01-01T00:00:00
716,Washington,WAS,716,39607,1,2,9,0001-01-01T00:00:00
693,Texas,TEX,693,39607,0,2,9,0001-01-01T00:00:00
723,Wyoming,WYO,723,39608,1,2,9,0001-01-01T00:00:00
667,Ohio,OHI,667,39608,0,2,9,0001-01-01T00:00:00
634,Iowa,IOW,634,39634,0,2,9,0001-01-01T00:00:00
639,Kentucky,KEN,639,39634,1,2,9,0001-01-01T00:00:00
598,Arkansas,ARK,598,39635,1,2,9,0001-01-01T00:00:00
636,Kansas,KAN,636,39635,0,2,9,0001-01-01T00:00:00
621,Florida,FLA,621,39636,0,2,9,0001-01-01T00:00:00
674,Oregon State,ORS,674,39636,1,2,9,0001-01-01T00:00:00
603,Baylor,BAY,603,39637,0,2,9,0001-01-01T00:00:00
592,Air Force,AF,592,39637,1,2,9,0001-01-01T00:00:00
722,Wisconsin,WIS,722,39638,0,2,9,0001-01-01T00:00:00
670,Oklahoma State,OKS,670,39638,1,2,9,0001-01-01T00:00:00
617,Duke,DUK,617,39667,1,2,9,0001-01-01T00:00:00
701,Central Florida,UCF,701,39667,0,2,9,0001-01-01T00:00:00
672,Mississippi,MIS,672,39668,1,2,9,0001-01-01T00:00:00
695,Texas Tech,TT,695,39668,0,2,9,0001-01-01T00:00:00
646,Maryland,MAR,646,39700,0,2,9,0001-01-01T00:00:00
657,NC State,NCST,657,39700,1,2,9,0001-01-01T00:00:00
666,Notre Dame,ND,666,39701,0,2,9,0001-01-01T00:00:00
684,South Carolina,SC,684,39701,1,2,9,0001-01-01T00:00:00
612,Cincinnati,CIN,612,39702,0,2,9,0001-01-01T00:00:00
643,Louisville,LOU,643,39702,1,2,9,0001-01-01T00:00:00
624,Fresno State,FRE,624,39703,1,2,9,0001-01-01T00:00:00
717,Washington State,WST,717,39703,0,2,9,0001-01-01T00:00:00
655,Missouri,MIZ,655,39704,1,2,9,0001-01-01T00:00:00
715,Wake Forest,WF,715,39704,0,2,9,0001-01-01T00:00:00
653,Minnesota,MIN,653,39705,1,2,9,0001-01-01T00:00:00
688,Syracuse,SYR,688,39705,0,2,9,0001-01-01T00:00:00
623,Florida State,FSU,623,39706,1,2,9,0001-01-01T00:00:00
669,Oklahoma,OKL,669,39706,0,2,9,0001-01-01T00:00:00
631,Illinois,ILL,631,39733,1,2,9,0001-01-01T00:00:00
654,Mississippi State,MSST,654,39733,0,2,9,0001-01-01T00:00:00
702,UCLA,UCLA,702,39767,1,2,9,0001-01-01T00:00:00
676,Pittsburgh,PITT,676,39767,0,2,9,0001-01-01T00:00:00
662,North Carolina,NC,662,39832,1,2,9,0001-01-01T00:00:00
673,Oregon,ORE,673,39832,0,2,9,0001-01-01T00:00:00
1143,Eagles Trinity Baptist,TBC,1143,39899,0,4,,0001-01-01T00:00:00
632,Incarnate Word,IW,632,39964,0,2,10,0001-01-01T00:00:00
1175,North Dakota State,NDS,1175,39964,1,2,10,0001-01-01T00:00:00
1073,South Dakota State,SDS,1073,39965,1,2,10,0001-01-01T00:00:00
1170,Montana State,MOS,1170,39965,0,2,10,0001-01-01T00:00:00
